rating,review_description,hotel_UUID,review_UUID
88.0,Wir waren für 6 Tage (2 Erwachsene plus Kind) in Paris und das Hotel hat uns sehr gut gefallen. Das Personal ist sehr freundlich und hilfsbereit 👍👍. Die Lage ist sehr schön  zentral und trotzdem sehr ruhig 👍. Es ist eher ein kleines Hotel aber für uns genau richtig!!! Danke für die schöne Zeit!!!,9fecbbe1-d705-4489-84ff-a3b3d1451de5,8ab90d80-dd2b-4b16-b973-38e8a9f9b416
90.0,Einchecken problemlos - sehr freundliche Dame. Restliches Personal bei Nachfragen eher belehrend. Zimmer sehr hellhörig. Die Gäste in dem Nebenzimmer stritten oft und bis spät in die Nacht. Preis/Leistung o.k. Lage sensationell.,5fc3cfc8-a79b-45b0-aed6-c8c35d2a4df1,621e6187-8131-46f8-8abc-08e193223f8e
78.0,Check In war auf mehrfache Nachfrage erst um 15:30 Uhr möglich. Trotz  dass das Zimmer schon länger frei und bezugsfertig war  was sich hinterher herausstellte  wurde keinerlei Ausnahme gemacht  sodass man warten musste. Laut Beschreibung wurde uns ein Zimmer mit Stadtblick versprochen  stattdessen bekamen wir ein Zimmer mit Blick in den Innenhof  wenn man es denn überhaupt Innenhof nennen kann. Beim hinausschauen erblickte man lediglich Dreck  Müll  Zigarettenstümmel und ein altes Kondom. Soviel zu „Mit Blick auf die Stadt“. Auf Nachfrage beim Hotelier an der Rezeption  gab es zunächst deutlich Verständigungsprobleme  da er mäßig Englisch sprach  sowie nicht mit sich reden lassen wollte. Er verweigerte ein anderes Zimmer für eine Nacht  mit der Begründung: es könne ja noch ein Gast kurzfristig für eine Nacht einchecken. Anderenfalls hätten wir ein anderes Zimmer mit Blick auf die Stadt für einen Aufpreis von 160€ kriegen können  oder aber ein Zimmer ohne Bad. Solche eine unkooperative Hotelleitung haben wir bisher noch nie erlebt. Selbst den Schmutz im Zimmer  sowie Haare auf dem Bett  verneinte der Hotelier mit der Antwort  es sei sehr sauber und top modern. Die Zimmer sehr hellhörig  sodass man die Gespräche auf dem Flur  sowie an der Rezeption schon früh am Morgen mitbekam. Der Föhn funktionierte nicht. Schlussendlich kann man sagen  dass sich dieses Hotel in einer guten Lage befindet  das Personal und die Zimmer leider nicht zu empfehlen sind.,9e7a6d30-1d6a-4518-90dc-cf120ae2b2d0,1467466b-b18b-4223-8aaa-37038b6231c2
80.0,Deux. Nuits dans une chambre de 12 m²  PETIT  mais très fonctionnel avec beaucoup de goût propre. Rien à redire sur le logement  petit inconvénient sur notre séjour  pas mal de bruit en extérieur dans la rue je recommande.,af30ef92-e83b-42c5-847f-212bfb40bf7d,1bf21980-7d67-4783-bea9-3edc4f2087a4
80.0,Sehr zentral!,04c1170b-801d-45cd-97eb-c83736b5920c,88b3995a-68d8-4b47-906a-d38a1db809c8
86.0,Very nice place. They gave me an upgrade because the hotel was full and the room was incredible.,2e9f7bde-a06e-471d-b9f6-953d261f73f3,0fb99033-d857-494a-8fc8-aff89a645d52
94.0,Das Beste Zimmer  in der 6. Etage  mit Blick auf den Eiffelturm beommen.,8e8d5fd8-6e54-451f-8fb1-9123b23aaf29,aad31ebf-b245-48d4-978f-3b7e10f0b2a1
86.0,Wir waren bis jetzt immer zufrieden. Bei fiesem Aufenthalt wurde vergessen  das zimmer zu reinigen. Handtücher wurden nicht susreichend zur Vetfügung gestellt. Die Kaffeemaschine war defekt. Im Badezimmer hatten die Fugen und das Silikon vermehrt Schimmel. Im ganzen ließ die Sauberkeit zu wünschen übrig. Schade.,ea095931-d972-460d-8889-d8fa70954fff,a490a935-d756-4f6f-be7e-45d3c70a39ec
94.0,Fußläufig war das Moulin Rouge sowie zahlreiche Bars und Cafes zu erreichen. Die nächste Metrostation war in 4 Minuten erreichbar. Vom Bahnhof Gare du Nord 10 Minuten entfernt. Das Hoteln war Romantisch und Ruhig.,383b120d-5588-441c-a721-f80a6278e9b2,583f58e9-b313-4b6f-a9cb-2a0a025245e1
88.0,Superbe hotel… tout est parfait,200da86b-56f4-4984-be6c-3f79fb57a250,87b29094-32da-47de-9259-027a97942f7e
90.0,Das Standard-Doppelzimmer ist zu klein  nur ca. 10m². Das Zimmer hatte nur Fenster zu einem ca. 4x4 m großen Lichtschacht  war aber ruhig und sehr zentral gelegen. Der Safe ist zu klein für einen 13' Laptop. Bett und Einrichtung waren in Ordnung. Das Hotel liegt in einem tollen Viertel  in dem man gut essen kann.,5defd5e4-6e52-4075-9dca-23103c0838ed,24608656-6a6b-4f1b-8a38-1e04935914f9
82.0,24h reception  compfortable beds  rooms are large enough and everything was very clean. We enjoyed our stay and would come back when visiting Paris next time :-),a800653f-8e4f-402d-8c09-f659a6c4d1be,5b45f5b3-d42b-422f-acd0-2c7c4c9bf6ad
82.0,Nice and big room with kids. 2 bathrooms  near the metro.,9969435e-e9c3-421e-aad8-f9adbce0883c,1544ce47-1619-47b4-ab25-0f932193e481
92.0,Ok,abbd3398-63c5-466e-8503-ca62d25ff849,dc0b6b11-c134-4de1-9777-02869c9a0bec
80.0,Gute Lage  kleine aber durchdachte Zimmer  gut angebunden,cc736349-cee3-40b4-aa67-1ededf473d75,caf1a1cf-a540-486e-8f3e-5faf3abf378c
86.0,All ok  the hotel is nice and central  clean and calm,331653d3-37a7-4ba1-9d1e-2a1e2c8025c4,0ff60f4f-0546-4c02-8cc1-f3140ecf8772
94.0,Super zentral gelegen ein ganz tolles kleines Hotel,c08d04e0-ef8d-4e3f-ba88-f73e0ae66b70,9166afb9-0ae7-443c-85b3-68183fef2958
90.0,Sehr laut innerhalb des Hotels - auch nachts,e5e353b9-3375-468e-9769-6c3bbffc3b2a,18f6da8f-24c5-4ac3-9dd7-6585868d73f9
92.0,Wir waren sehr zufrieden. Kleines  nettes Hotel in netter Gegend.,1d677706-e560-4f53-a58b-858136d8c06c,1b643326-4bb8-4946-8ec8-f9a06af538c7
94.0,Wer einen ruhigen Rückzug für eine Städtetour sucht ist hier richtig. Trotz der Nähe zum Moulin Rouge (2 Minuten zu Fuß) ist es eine sehr ruhige Ecke. Metro Station ist ca. 2 Minuten entfernt. Die etwas kleinen Zimmer (subjektiv) betonen das charmante Feeling am Momatre.,b069f189-b086-46f1-9285-03f3db8be291,8cd66c4e-8365-4097-b707-ab61fd2cbf56
78.0,zu teuer,cf8cc99d-7ac7-43aa-9eb4-de0c95159026,3b2e8be7-ce1e-40f9-95fb-bac874a0d6e4
84.0,Z,d70fc9f1-1c30-4a3c-8373-75e3ca223d01,f34b8c84-1822-43dc-9f11-f7bff8908e1b
88.0,g,af5578e7-f7fb-4c78-9c13-3c09cb306c40,af8f9a83-1270-4343-b01b-9099cf9a9f19
90.0,Absolument parfait,ffe2d66b-1d71-495a-ac50-a8a98b1632e2,642f98df-9882-4c52-8492-71fbc7fad3fc
92.0,Gute Lage  saubere schöne Zimmer. Für Kurztrip ideal. Mitarbeiter waren immer freundlich.,f71b7db4-07f4-4791-ab80-0a08e80f7010,d247cd9d-a373-4911-864f-84a224416859
90.0,Zentrale Lage mit vielen Öffi Verbindungen am Gare de Lyon!,e6b04729-0164-4cbd-91f4-9b0fc9c4a8a4,1ebc8957-abe6-4e22-aa18-6c5a67127365
94.0,Es ist ein charmantes Boutiquehotel. Beeindruckende Fassade  eine geschmackvolle Einrichtung  Restaurant wie Zimmer. Die Lage ist hervorragend. Schöne Umgebung. Mein Zimmer lag leider zur Straße ausgerichtet und war sehr  sehr laut. Müllabfuhr und Lieferfahrzeuge jeden Morgen und Nachts Lärm von feiernden Leuten. Das hört man leider auch bei geschlossenem Fenster.,2dfab201-e2e9-44dc-918b-ff09389ba153,5113be13-b8d8-4ca4-b10d-2c63c21448eb
96.0,Extraordinary Service and Breakfast. Delicious bedtime sweets,51c6fdb5-14c4-4342-91a3-3606813241b4,4340ed1d-694f-45a4-88b8-673661c43dc3
86.0,Ok. Ok,61330542-7d73-4d1f-a370-33b0f7300afd,dcf608f9-e2a9-4b5a-b229-7b75547bd0c9
78.0,Very polite and helpful staff,ce6e32af-eaa2-45d1-853e-221fa45180d2,b8165a1e-1376-4045-8bcf-eb2a170b5946
96.0,top Stadthotel. gute und für Paris große Zimmer. schöne kleine Sauna und Steam.,b6fbdbf8-5971-4817-9d3b-1915f2b9bc3a,fb19f501-8a0b-493a-90ae-58ed980d3cb9
84.0,The staff was very friendly and kind. They speak several languages so it was really easy to do the check in and check out.,af790d99-2bc8-4780-9c89-3543d72c0843,d470d932-e9db-4c65-9c86-7b3cc56fb0f0
96.0,Schönes sauberes Hotel,1fa6e1e6-0020-448c-a976-ae883373ad7d,b5052e5f-a66e-4c88-bf10-c152dd7ea410
64.0,Die Betten waren durchgelegen  Zimmer renovierungsbedürftig,dba266ea-90a4-4ee2-835e-8f425c39e89c,6ff6eaa9-70bc-4fc8-9ddd-f5f807bcde98
90.0,Sehr laut innerhalb des Hotels - auch nachts,effe4798-998d-4f87-9409-f3a58185c5dc,147803cb-0f7e-44b3-bffd-9c3e7e5d552c
80.0,The cleaners just barged in my room for both the days I was there and I was shocked to suddenly have to wake up. I could not rest easily and when asked to wait for the cleaning later  hey just stood outside my room and kept waiting and then knocked again after 5-10 mins.,e970e248-5208-4f93-b1c6-8cd0899f4a27,de262b69-acce-45cb-8556-58be93346eac
98.0,Schönes Hotel mit ausgefallenem Design.,b026350a-9bb6-41ae-a853-92d4beb657f7,63a9e7c5-d81c-4adf-85e2-48ab5d18450d
96.0,Superb location. Modern interior and so beautifully maintained. We had the best time. Our two bedroom apartment had the best view of the Eiffel and if you went to the rooftop it’s almost in front of your eyes. But what made it special is the excellent start to finish service from the staff. I will definitely ONLY stay here when I visit Paris.,f48445cb-4c4a-44f2-9b79-167415592e56,a805d8e6-f3f1-48ff-a8f1-8d4e390144a3
86.0,Der Raum war zwar sauber  aber abgenutzt. Das Holz der Möbel war abgerieben und wellig und an der Wand war Farbe abgeplatzt. Das Fenster wurde durch eine alte Gardine abgedunkelt  anders als es die Bilder im Internet suggerieren. Insgesamt keine 4 Sterne wert. Der erste Concierge wollte für uns einen anderen Raum herrichten lassen  wovon sein Nachfolger am Abend nichts wusste und zu uns meinte  es wäre alles ausgebucht und wir könnten nicht umziehen. Sehr ärgerlich.,d84f1083-1821-4e2c-98ad-87c81ef3823f,305a0d7b-da67-4e91-92e2-470a5f8be910
92.0,Nice and small hotel  welcome was a bit cold and a bit complicated  night clerk very friendly!,cb1f50a2-19c2-4eb1-9f53-6831015b73d4,5faae229-2b18-402d-9a9c-84d6bd5461f2
94.0,Toller Ausblick auf die Stadt. Sehr schönes Zimmer.,2b813dd7-37b7-4e9b-9281-36945c667ee8,30cf13bc-1d78-46ac-826a-19f20b096a0d
84.0,It was really a nice   historical and comfortable place!,d6911690-688b-4f5d-9a6e-49f751975896,0632dddf-2470-47e8-a037-b952fc2924b2
72.0,Super zentral  Metrostation 5min zu Fuß erreichbar. Sehr nettes Personal  nur etwas hellhörig.,4026c716-b9e1-4e07-913d-3a793fca366e,ec81d9f7-1832-44a3-ade5-bda21f2cc794
88.0,Tolle Lage  Parkgarage vor der Tür  sehr freundlich,9e325a45-067a-4929-9094-44d94d69e67c,41b9dbde-2698-4fb8-ad41-0856f8d555d5
90.0,Sehr nettes und zuvorkommendes Personal! Tolles Frühstück in schönem Ambiente. Wir hatten ein kleines Problem mit dem Parkhaus aber auch dort wurde uns sofort geholfen. Alles in Allem wunderschön.,b793abb9-3c9c-404d-90fa-2b51455fb392,79e0a915-c44f-46ed-ae48-af6693c43e7b
92.0,Alles sehr gut  nur die Zimmer bisschen arg eng,d2476a2d-e1e8-4941-a829-ae53253e1bca,223fae96-8631-447d-9f57-3a3fdbf7e886
92.0,Super cute hotel with very kind staff.,fcf0200b-3cbc-4510-a1a9-346f310aa7ee,8f4142d8-632f-4fe0-ba67-3fc1d61b6902
78.0,Mini-Appartement im Herzen des Marais  etwas eng aber ging. Mit Terrasse im Hinterhof. Notwendigste Küchenutensilien vorhanden. Die rein digitale Kommunikation ohne persönliche Ansprache für mich gewöhnungs bedürftig.,6495cfbd-945b-44f4-8aba-f1108fa21d15,c0ddf99e-388d-4c2c-acf9-7c9f4b634784
72.0,Kleines Zimmer  schon abgewohnt  die Sauberkeit an der Grenze   Klimaanlage im Zimmer als Mobilgerät zum Fenster  dieses nicht nuztbar  Sicht in Innenhof  für 200 Euro pro Nacht teuer  Gute Lage  mehrere Metrostationen in der Nähe  Personal freundlich,124ddb62-f77a-4685-838b-a0e2a61f48ef,35286146-02e7-417a-bc46-f878cf757aec
90.0,The Room was very beautiful and the view was stunning.,e34517da-0d90-4954-a070-2da632499d1d,e0aff88f-bf04-4730-b6e7-e4e94eff476b
94.0,:-),4dba44a2-fcde-4fcd-9733-fb81b5e6a2c0,3753918e-61f0-4705-9fc8-9adaf5380d67
80.0,Das Hotel ist sehr zentral  aber trotzdem ruhig. Alles ist zu Fuß super zu erreichen. Bäckereien  Restaurants  Supermarkt  Apotheke alles in unmittelbarer Nähe und nur paar Minuten zu Fuß. Das Hotel war sehr sauber  die Mitarbeiter sehr freundlich und hilfsbereit.,602faaf3-a830-4dbb-bc93-c5181221cfae,db15efbd-608c-4946-b29c-c52e4cce7a02
84.0,mold in the bathroom (around bath fixtures). On one day there was no room service (we stayed 5 days). Some of the female staff is not very friendly. Besides this its a good place and very quiet and safe. I would recommend it!,f2cf4ccc-7391-4bd1-8cf3-7ffc02900dd2,83a97007-2009-499b-9f4c-03d0eba7ce69
96.0,Terrible experience with the male receptionist who claimed to be the manager when the shower in our room was running at boiling temperatures. Called two times in the span of 30 mins. Arrived 10 mins late after the second call. Tried to fix it himself by hand labor but failed after 15mins. Spent 45mins bargaining with us until he conceded to just letting us a working shower next door - after claiming the hotel is completely booked out. When I asked for a partial refund: he implied that he didn’t have to “solve the issue” for us if we didn’t “cooperate”. I believe he meant for us to not make any noise that may affect his position. After 15 mins the real manager came whom had apologized and gave us the better room. She helped with moving our luggage and I believe that deserves some credit. I am baffled at the lies he gave and he attempted at making our request preposterous when we were tried and wanted to have our needs taken care of. For the affordable price  we understand it was just a stay solution. However  the amount of angst and disappointment we felt from this man was entirely unworthy of the savings. The pictures looked more polished than it really is. Dust accumulated in corners. Air conditioning had a loud hum. I’m merely describing my experience  do what you will with these informations.,c14c3b4a-72e6-4bc2-8e69-8239357029a1,f399628e-281a-41b3-bf01-784a8e33a8cf
88.0,Wir hatten leider kein Fenster im Zimmer,a585ca98-1f30-4681-aacb-1eaa31c5c371,c25c74f7-7b65-45b9-8e7a-7eb15a2ff3f9
94.0,Ok,5a9b3f4c-fe6a-4d9d-912f-f3de513eaab8,532aef16-11ae-4f7c-b479-06743cc2ebcb
82.0,Gewohnt freundlicher Empfang. Aufzug vom Ein- bis zum Auschecken defekt. Offenbar kein Notdienst an Wochenenden und Feiertagen. Bedauerlich  denn dadurch wurde es zu einem extrem lärmbelasteten Aufenthalt im Zimmer! Alle Gäste waren gezwungen  die - nahe am Zimmer gelegene - Treppe zu nutzen. Tag und Nacht! Hellhöriges Zimmer: Gespräche aus Nebenzimmern gut hörbar. Toilettendeckel gebrochen. Schade  denn vor zwei Monaten war der Aufenthalt in einem Zimmer derselben Kategorie (damals im 5. OG) ungetrübt.,6e3c3b95-2572-4d8b-94de-737b1467b926,203b1edb-abfd-42f2-a086-e18b1cdaeb24
90.0,Es war alles bestens. Ein wirklich nettes Hotel in Paris.,15acc824-2c21-4691-9a14-828f967fa882,0c505570-af4b-484e-b5e3-4669ad327699
96.0,Das Zimmer war klein aber sauber. Das Design des Hotels und der Zimmer ist extravagant. Im Zimmer hat ein Kleiderschrank gefehlt. Das Service ist sehr freundlich und das Frühstück war sehr gut. Wir würden in jedem Fall wieder kommen!,9b381c70-0ed7-4df3-85e7-0c649ae0cce5,838e8c06-2023-48f6-a2f0-b5f9643ecdc4
90.0,Es war alles bestens. Ein wirklich nettes Hotel in Paris.,1930786f-9ae4-4865-bdf1-a705f2c493d4,2cd1d3fc-e7a2-481f-bba8-e5f5b3559975
86.0,Muchas gracias 😊,94eb1074-9637-4a57-81f4-b41cc0919c82,b4e48824-965a-4326-baa6-1fb108cd39f7
78.0,Zu klein zu poplisch.,2b2fdb08-8c74-4dc8-82c2-bf87e64b780a,4441523e-9404-4c71-9b44-15b4489674a5
80.0,Sehr zentrale  gleichwohl ruhige Lage. Zimmer zwar sehr klein  Schrank erlaubte indessen Verstauen von Kleidung  Koffern und Schuhen. Frühstück eher bescheiden  aber ausreichend. Wir kommen gerne wieder.,afa6c331-f254-4a12-831d-9bf08a8b85ba,02571519-377f-418c-b6a9-208261e7df7b
80.0,good,06e3db16-add2-4c67-8e53-145950877871,c7d9cfae-d98d-4026-a38d-3dc26563e9cc
96.0,Alles super! Es gibt keine Kritk nur positives Feedback!,92fd6d5c-3eaf-4f26-a1ff-4683d219bbd5,9ea24412-84ae-4698-ba84-2d2df8199564
92.0,Aber leider zuviele Diebe in Paris,b45b5250-d9fe-4b39-b17c-61e7cab93d04,0705a620-ecf7-496b-b912-452179f62cd8
86.0,Mir gefiel alles war super gelegen alles Fußläufig sehr gut erreichbar. Die mitarbeiter sehr nett und Frühstücksbuffet war auch lecker,9620b1b1-beab-4378-a198-6a8184a35828,a1523d91-bc96-4ca6-9a77-4691b17c3c8e
82.0,Die Zimmer befinden sich in ejnem nicht so gutem Zustand.,895de938-ea1b-42f0-8688-4a5a3bec3d7b,c1a5bb75-666c-4795-8e9b-b88a9d0543f0
96.0,Tolle Unterkunft und alles fußläufig erreichbar. Man konnte sich Wasser in Flaschen für das Zimmer abfüllen und auch der Service war sehr nett,504b9a8f-4a7c-4706-a4d2-9f77be598984,8d183849-d6ee-44a2-9849-a5a8426aaaa1
92.0,Muy bien 💪💪,c94d230a-04c6-4ef0-8c6d-5e772a2bf785,aaafae47-0f60-43da-b4bf-ce2969c959d9
92.0,…,0f3a59b0-de6a-4e06-942d-8dff34111949,ae4847ad-302c-46e5-802d-a7dd31c53290
